team_one_win,duration,type,team_one_barons,team_two_barons,team_one_dragons,team_two_dragons,team_one_rift_heralds,team_two_rift_heralds,team_one_first_baron,team_one_first_blood,team_one_first_dragon,team_one_first_inhibitor,team_one_first_rift_herald,team_one_first_tower,team_one_assists,team_two_assists,team_one_level,team_two_level,team_one_kills,team_two_kills,team_one_obj_damage,team_two_obj_damage,team_one_deaths,team_two_deaths,team_one_gold,team_two_gold,team_one_double_kills,team_two_double_kills,team_one_damage,team_two_damage,team_one_enemy_monsters_killed,team_two_enemy_monsters_killed,team_one_cc_time,team_two_cc_time,team_one_healing,team_two_healing,team_one_champ_damage,team_two_champ_damage,team_one_cs,team_two_cs,team_one_vision_score,team_two_vision_score,team_one_top_avg_cs_diff,team_one_jungle_avg_cs_diff,team_one_mid_avg_cs_diff,team_one_bot_avg_cs_diff,team_one_top_avg_dmg_taken_diff,team_one_jungle_avg_dmg_taken_diff,team_one_mid_avg_dmg_taken_diff,team_one_bot_avg_dmg_taken_diff,team_one_top_avg_xp_diff,team_one_jungle_avg_xp_diff,team_one_mid_avg_xp_diff,team_one_bot_avg_xp_diff,team_one_top_champ,team_one_jungle_champ,team_one_mid_champ,team_one_bot_champ,team_one_top_champ_diff,team_one_jungle_champ_diff,team_one_mid_champ_diff,team_one_bot_champ_diff,team_one_top_champ_type,team_one_jungle_champ_type,team_one_mid_champ_type,team_one_bot_champ_type,team_two_top_champ,team_two_jungle_champ,team_two_mid_champ,team_two_bot_champ,team_two_top_champ_diff,team_two_jungle_champ_diff,team_two_mid_champ_diff,team_two_bot_champ_diff,team_two_top_champ_type,team_two_jungle_champ_type,team_two_mid_champ_type,team_two_bot_champ_type
0,1613,CLASSIC,0,1,0,4,0,1,0,0,0,0,0,0,9,26,63,73,10,31,13119,70656,32,10,38565,52363,0,2,459793,553393,14,33,52,67,16619,23406,43953,69634,506,550,84,118,-3.8,0.05,-0.3,0.15,2.7,367.45,126.8,110.65,-146.95,-16.05,-130.45,-120.3,Illaoi,Olaf,Orianna,Jhin,4,3,7,6,Fighter,Fighter,Mage,Marksman,Gnar,Shaco,Diana,Lucian,8,9,4,6,Fighter,Assassin,Fighter,Marksman
0,2008,CLASSIC,0,2,3,2,1,0,0,0,1,0,1,1,54,73,70,82,25,37,64428,64156,37,25,53848,66284,2,10,531519,721364,30,67,148,168,50907,49613,96836,114543,538,552,163,111,2.033333333,-0.466666667,-0.366666667,-1.033333333,101.2,372.2,-5.566666667,-230.8333333,24.5,-155.0666667,-95.5,-83.23333333,Renekton,JarvanIV,Cassiopeia,Yuumi,3,5,10,2,Fighter,Tank,Mage,Support,Ornn,Khazix,Ahri,Senna,5,6,5,7,Tank,Assassin,Mage,Marksman
1,1447,CLASSIC,1,0,2,1,2,0,1,1,1,1,1,1,54,41,67,57,37,15,79656,20009,15,37,53834,37446,7,4,459017,355854,23,4,105,165,38676,21535,72673,64438,459,409,107,83,4.15,0,0,0,-20.95,0,0,0,167.05,0,0,0,Camille,MasterYi,Alistar,,4,4,7,0,Fighter,Assassin,Tank,,Ornn,Yone,Yasuo,Senna,5,8,10,7,Tank,Assassin,Fighter,Marksman
1,1365,CLASSIC,0,0,2,0,0,0,0,0,1,0,0,1,34,26,66,60,25,19,37402,6354,19,25,48416,42302,4,1,559127,670278,14,8,41,80,24724,16594,56171,46758,619,581,93,88,0,0,0,0,0,0,0,0,0,0,0,0,,Karthus,Yone,Thresh,0,7,8,7,,Mage,Assassin,Support,Fiora,Ivern,Viego,Lux,3,7,5,5,Fighter,Support,Assassin,Mage
1,1390,CLASSIC,1,0,2,1,0,1,1,0,0,1,0,1,36,6,68,55,31,8,46883,19109,9,31,48768,31383,3,0,434210,322828,34,2,58,77,36309,15790,57360,47874,520,391,90,54,-1.35,1.25,0.75,5.2,-262.1,29.4,-30.65,312.95,-2.4,190.65,-49.85,274.1,Gnar,Rengar,Zed,Alistar,8,8,7,7,Fighter,Assassin,Assassin,Tank,Irelia,Evelynn,Yone,Xerath,5,10,8,8,Fighter,Assassin,Assassin,Mage
0,1559,CLASSIC,0,1,0,4,0,2,0,0,0,0,0,0,16,41,61,73,15,31,16029,93795,31,15,39252,55315,0,2,416241,583763,0,32,91,65,18522,38789,54627,69502,545,535,123,135,0.45,-0.4,-0.15,0.75,-85,135.2,47.95,66.3,-36.7,-95.55,-86.75,-69.05,Fiora,Evelynn,Malzahar,Thresh,3,10,6,7,Fighter,Assassin,Mage,Support,Gnar,Kindred,Leblanc,Lucian,8,4,9,6,Fighter,Marksman,Assassin,Marksman
1,1508,CLASSIC,0,0,2,1,1,1,0,1,0,0,1,0,48,20,71,62,30,18,47024,30081,18,30,52326,44090,6,0,577362,454635,33,0,46,93,29478,20106,73092,51882,584,572,106,103,-2.65,0,-0.65,0,13.8,0,9.65,0,46.65,0,-97,0,Illaoi,KogMaw,Zed,Lulu,4,6,7,5,Fighter,Marksman,Assassin,Support,Renekton,Galio,Gnar,Kaisa,3,5,8,6,Fighter,Tank,Fighter,Marksman
1,2052,CLASSIC,1,0,3,2,0,1,1,1,1,1,0,0,68,73,81,80,44,40,59853,48628,40,44,67400,62191,8,2,773098,628803,23,2,199,178,46901,51356,151478,107228,536,552,174,142,-1.733333333,-0.066666667,1.766666667,-1.166666667,-461.5666667,-200.9666667,190.2333333,-202.9666667,-96.43333333,137.0333333,105.9,45.96666667,Maokai,Lillia,KogMaw,Nami,3,8,6,5,Tank,Fighter,Marksman,Support,Chogath,Hecarim,Viktor,Sivir,5,6,9,4,Tank,Fighter,Mage,Marksman
1,1518,CLASSIC,0,0,4,0,2,0,0,0,1,0,1,1,35,38,66,61,32,22,61010,7976,22,32,50493,43373,3,3,495357,546875,18,0,98,90,24812,17299,76766,58961,470,507,97,135,0,-0.2,0,-1,0,557.85,0,-58.5,0,-3.55,0,-20.4,Garen,Udyr,Zed,KogMaw,5,7,7,6,Fighter,Fighter,Assassin,Marksman,Pantheon,Ivern,,Rell,4,7,0,0,Fighter,Support,,Tank
0,1688,CLASSIC,0,1,1,3,0,1,0,1,1,0,0,0,15,33,65,72,9,22,20117,68400,22,9,44836,51853,0,1,576095,856785,3,20,79,87,29195,21524,53536,65595,650,601,96,136,0,0.35,0,0.25,0,598.2,0,-90.9,0,-71.1,0,-25.2,TwistedFate,Shyvana,,Yuumi,9,4,0,2,Mage,Fighter,,Support,Gnar,Ivern,Ahri,Vayne,8,7,5,8,Fighter,Support,Mage,Marksman
0,1899,CLASSIC,0,1,1,4,1,0,0,0,0,0,1,0,22,34,72,82,16,30,31750,82029,30,16,50975,63826,0,3,973935,858754,16,47,105,95,35624,48088,87233,103363,676,764,142,158,0.266666667,-0.233333333,1.1,-4.166666667,-255.3,-484.1666667,-133.5,384.0333333,-22.5,-20.83333333,-8.5,-264.1666667,Gnar,Ivern,Viktor,Tristana,8,7,9,4,Fighter,Support,Mage,Marksman,Nasus,Khazix,Veigar,Soraka,6,6,7,3,Fighter,Assassin,Mage,Support
1,1745,CLASSIC,1,0,3,1,1,1,1,1,1,1,0,0,62,17,76,69,38,20,68236,39500,20,38,60100,51702,5,2,577951,635285,8,2,245,99,36699,21321,82451,72966,603,644,150,133,0,0.7,0,0.45,0,173.9,0,41.6,0,102.85,0,-29.25,,Nocturne,Annie,Thresh,0,4,6,7,,Assassin,Mage,Support,Irelia,Udyr,Diana,Lucian,5,7,4,6,Fighter,Fighter,Fighter,Marksman
1,1568,CLASSIC,1,0,3,1,1,0,1,0,0,1,1,1,63,42,71,65,35,20,59511,23376,20,35,55604,46219,3,2,527625,461826,27,8,131,143,23762,27917,93048,67550,537,503,112,74,0,0.2,1.9,0,0,-176.6,-60.4,0,0,98.05,104.4,0,Ezreal,Taliyah,Yone,Thresh,7,5,8,7,Marksman,Mage,Assassin,Support,Ornn,LeeSin,TwistedFate,Braum,5,6,9,3,Tank,Fighter,Mage,Support
1,1744,CLASSIC,0,0,1,3,0,2,0,0,0,1,0,0,72,26,70,66,33,22,33922,49583,24,33,54598,48867,2,3,537720,488784,18,8,149,107,29509,27535,91996,72254,506,519,126,116,0.7,-0.5,-1,1.2,281.05,-269.05,-121.45,-20.95,-27.05,-83.9,-60.45,135.4,Illaoi,Skarner,Ahri,Caitlyn,4,5,5,6,Fighter,Fighter,Mage,Marksman,Malphite,Khazix,Kassadin,Kaisa,2,6,8,6,Tank,Assassin,Assassin,Marksman
0,2156,CLASSIC,1,1,3,2,1,1,0,1,1,0,0,0,41,61,79,82,27,31,101657,56727,31,27,61868,66995,4,3,775953,803209,2,16,173,207,42408,30084,87452,92796,635,726,159,147,0,0,0,0,0,0,0,0,0,0,0,0,Neeko,Jax,Galio,Maokai,5,5,5,3,Mage,Fighter,Tank,Tank,,Ornn,Orianna,Taric,0,5,7,3,,Tank,Mage,Support
1,1973,CLASSIC,1,0,5,0,1,0,1,0,1,1,1,0,76,64,81,74,39,37,77781,32635,37,40,65890,60077,7,4,702855,604310,25,13,169,185,70194,41111,129360,118109,549,545,142,143,-0.2,0.266666667,0,-0.6,-61.93333333,433.4666667,-528.6,6.866666667,-34.43333333,235,46,-0.766666667,Shen,DrMundo,Xerath,Caitlyn,4,5,8,6,Tank,Fighter,Mage,Marksman,Ornn,Ekko,Qiyana,Senna,5,8,8,7,Tank,Assassin,Assassin,Marksman
0,1665,CLASSIC,0,1,1,2,0,2,0,0,0,0,0,0,27,29,65,73,17,30,19963,78168,30,18,43746,56930,1,2,452618,649719,7,33,74,56,23592,31967,49010,76618,557,634,108,114,-3.65,-1.05,1.7,-0.35,-60.9,385.75,66.3,320.9,-156.4,-108.15,-38.45,-0.05,Sion,Ekko,Orianna,Kaisa,5,8,7,6,Tank,Assassin,Mage,Marksman,Fiora,Viego,Diana,Tristana,3,5,4,4,Fighter,Assassin,Fighter,Marksman
0,2505,CLASSIC,1,1,3,3,0,1,1,1,0,0,0,1,53,55,83,88,31,32,62979,73355,33,31,70993,74545,3,2,891373,966475,8,21,167,143,38814,84670,161188,118014,744,797,194,147,-1.075,0.6,0.15,-0.625,41.15,-798.45,-265.075,-94.525,-36.45,-27.7,99.475,-57.95,Gnar,Lillia,TwistedFate,Ezreal,8,8,9,7,Fighter,Fighter,Mage,Marksman,Renekton,Hecarim,Velkoz,Lulu,3,6,8,5,Fighter,Fighter,Mage,Support
0,2178,CLASSIC,0,1,2,3,0,1,0,0,0,0,0,0,58,61,81,81,32,46,30366,80162,47,32,64943,73774,4,4,799156,826592,4,34,89,162,42592,49301,94707,122172,709,677,132,208,-4.625,1.375,1.425,2.85,505.625,36.35,326.05,-180.7,-251.325,-56.575,88.975,49.7,Illaoi,Lillia,Ekko,Lulu,4,8,8,5,Fighter,Fighter,Assassin,Support,Neeko,Hecarim,Elise,Twitch,5,6,9,6,Mage,Fighter,Mage,Marksman
0,1746,CLASSIC,0,1,2,2,2,0,0,0,1,0,1,1,25,64,62,68,12,26,51451,61911,26,12,42514,50685,1,1,471734,500738,0,13,116,132,18397,42343,60939,79464,524,512,122,142,-1.2,0.5,-0.95,1.2,155.2,30.85,-62.35,284.35,-79.1,12.05,-88.75,-61.95,Nasus,Sett,TwistedFate,MissFortune,6,2,9,1,Fighter,Fighter,Mage,Marksman,Ornn,Zac,Orianna,Lulu,5,8,7,5,Tank,Tank,Mage,Support
0,1893,CLASSIC,2,0,1,3,1,1,1,1,0,0,0,0,32,40,71,72,14,31,52628,66826,31,14,49172,56882,1,5,530258,654556,6,36,102,93,23794,38248,60487,74968,506,571,128,151,-2.566666667,0.4,0.833333333,-0.3,-177.6333333,-61.43333333,-115.3333333,228.7666667,-163.5,65.06666667,83.46666667,56,Urgot,Volibear,Lux,Morgana,8,3,5,1,Fighter,Fighter,Mage,Mage,Darius,Olaf,Syndra,Thresh,2,3,8,7,Fighter,Fighter,Mage,Support
1,2173,CLASSIC,2,0,4,2,1,0,1,1,1,1,1,1,52,59,83,83,34,31,109839,29337,31,34,70072,64099,3,3,840274,818067,79,0,172,163,57853,42328,130690,122394,657,771,194,127,0,0.15,0,-4.175,0,-207.5,0,-167.35,0,40.775,0,-251.9,,Viego,Sylas,Rakan,0,5,5,5,,Assassin,Mage,Support,Sion,DrMundo,Lissandra,Galio,5,5,6,5,Tank,Fighter,Mage,Tank
0,1703,CLASSIC,0,1,2,2,0,1,0,1,0,0,0,0,35,93,63,74,19,37,29565,54597,37,19,47955,57076,2,6,505015,565632,11,29,143,157,30017,36693,85092,90904,585,557,139,127,0,0,0,0,0,0,0,0,0,0,0,0,Fiora,Skarner,Neeko,,3,5,5,0,Fighter,Fighter,Mage,,,Ornn,Lillia,Jinx,0,5,8,6,,Tank,Fighter,Marksman
0,1960,CLASSIC,0,2,3,1,1,0,0,1,1,0,1,1,43,84,68,77,28,34,51057,61004,34,28,57031,62304,3,5,629013,598945,36,4,162,127,61440,34629,84890,103234,612,591,158,164,0,0.2,0,0.133333333,0,107.8,0,367.8666667,0,-36.9,0,-60.93333333,Sylas,Zac,,Alistar,5,8,0,7,Mage,Tank,,Tank,Urgot,Gragas,Swain,KogMaw,8,5,8,6,Fighter,Fighter,Mage,Marksman
0,1750,CLASSIC,0,1,1,3,1,0,0,1,0,0,1,0,32,33,69,75,19,31,23464,65505,31,21,46267,58189,0,5,457607,642140,0,54,112,45,29078,38208,64715,85205,525,554,69,129,-2.5,-0.3,0.9,-0.3,-18.3,-275.35,-132.6,397.55,-129.35,-233.5,85.55,14.35,Fiora,Skarner,Lux,Morgana,3,5,5,1,Fighter,Fighter,Mage,Mage,Yorick,Shyvana,Zed,Xerath,6,4,7,8,Fighter,Fighter,Assassin,Mage
0,1411,CLASSIC,0,0,2,1,1,0,0,0,1,0,1,0,20,47,57,66,19,30,26388,28134,30,19,37679,47592,0,5,351446,462672,0,19,73,118,12466,28919,61876,63826,406,456,97,83,0.9,0.1,0,0,-39.75,-220.8,0,0,75.45,-43.7,0,0,Jayce,Vi,Galio,Ezreal,7,4,5,7,Fighter,Fighter,Tank,Marksman,Sion,Olaf,TwistedFate,Morgana,5,3,9,1,Tank,Fighter,Mage,Mage
0,2429,CLASSIC,1,1,0,6,0,2,0,0,0,0,0,0,40,60,88,90,29,45,23871,127448,45,29,70632,81552,4,6,1004644,927704,5,5,111,109,50242,54252,110488,128877,840,843,145,191,-2.225,1.25,-0.375,1.675,252.75,-29.325,31.95,259.7,-154.375,65.25,-32.625,-17.125,Illaoi,Ekko,Ahri,Maokai,4,8,5,3,Fighter,Assassin,Mage,Tank,Mordekaiser,XinZhao,Syndra,Lucian,4,2,8,6,Fighter,Fighter,Mage,Marksman
0,1391,CLASSIC,0,0,0,3,0,1,0,0,0,0,0,0,18,35,60,65,12,37,6423,54714,37,12,37684,51166,0,7,402577,527614,8,30,101,115,15263,32435,52512,71105,483,527,71,109,-3.45,1.8,-1.95,-0.2,-113.05,-4.65,-18.3,25.15,-233.6,72.75,-28,-106.35,Darius,Poppy,Ahri,Pyke,2,6,5,7,Fighter,Tank,Mage,Support,Volibear,Morgana,Irelia,Leona,3,1,5,4,Fighter,Mage,Fighter,Tank
0,2049,CLASSIC,0,0,2,3,0,0,0,1,1,0,0,0,16,66,67,76,14,31,17639,49670,31,15,47801,59743,0,3,497880,724303,0,49,132,191,51359,30799,61523,105392,659,617,161,162,1.833333333,0.466666667,-1.6,0.8,530.9,195.5666667,84.3,260.4,-39.53333333,-129.4,-68.06666667,-92.43333333,Aatrox,Nunu,Leblanc,Rakan,4,4,9,5,Fighter,Tank,Assassin,Support,Sion,Skarner,Ahri,Lulu,5,5,5,5,Tank,Fighter,Mage,Support
0,2106,CLASSIC,1,0,2,3,0,2,1,1,0,1,0,0,78,71,81,81,45,45,68392,64008,45,45,66017,71878,4,9,678381,776042,11,24,134,137,50424,42445,127108,131639,508,632,150,172,0,-1.625,0,0,0,32.375,0,0,0,31.25,0,0,,DrMundo,Tristana,Leona,0,5,4,4,,Fighter,Marksman,Tank,Malphite,Viego,Katarina,Vayne,2,5,8,8,Tank,Assassin,Assassin,Marksman
0,1741,CLASSIC,0,1,0,4,0,2,0,0,0,0,0,0,20,50,67,76,9,31,8016,84088,31,10,41870,58292,1,4,471078,662456,0,63,96,89,28023,43964,53401,76004,571,541,104,123,0,0,0.4,0.4,0,0,8.95,48.9,0,0,-82.7,-50.4,Illaoi,Hecarim,Anivia,Yuumi,4,6,10,2,Fighter,Fighter,Mage,Support,,MonkeyKing,Diana,Seraphine,0,3,4,0,,Fighter,Fighter,Mage
0,1652,CLASSIC,0,1,1,3,0,1,0,0,0,0,0,0,19,51,61,73,12,32,16501,65586,32,13,40207,56785,1,2,414765,590903,4,43,86,76,20623,38871,52173,77969,502,573,88,126,0,0,-0.55,1.45,0,0,20.55,5.35,0,0,-64.2,62.85,Ornn,Olaf,Qiyana,Janna,5,3,8,7,Tank,Fighter,Assassin,Support,,Skarner,Katarina,Nami,0,5,8,5,,Fighter,Assassin,Support
1,1700,CLASSIC,0,0,3,0,2,0,0,1,1,1,1,1,49,15,74,68,35,13,62976,5555,14,35,56395,41652,3,0,633958,764309,38,4,148,78,17110,14814,86905,40555,542,570,121,91,0.55,0.25,-0.55,1.15,-160.1,269.85,-120.6,-429.55,89.5,33.45,14.7,61.15,Teemo,Skarner,Malzahar,Velkoz,6,5,6,8,Marksman,Fighter,Mage,Mage,Urgot,Ivern,Orianna,Seraphine,8,7,7,0,Fighter,Support,Mage,Mage
1,1812,CLASSIC,1,0,3,1,1,0,1,0,1,1,1,1,53,34,74,70,32,24,75720,11061,24,32,58575,49382,0,2,648242,572977,38,0,111,118,47785,31096,104052,91591,569,614,142,84,2.5,-0.9,-2.4,-0.733333333,564.5,-246.4,33.66666667,-137.9666667,101.2,-7.8,-61.46666667,87.66666667,Aatrox,LeeSin,Tristana,Blitzcrank,4,6,4,4,Fighter,Fighter,Marksman,Tank,Ornn,Kayn,Ahri,Leona,5,8,5,4,Tank,Fighter,Mage,Tank
1,1334,CLASSIC,0,0,2,1,2,0,0,1,1,1,1,1,25,4,58,53,15,3,52862,12706,3,15,39200,28834,2,1,352500,309465,13,4,68,36,15773,18689,44839,23913,418,399,87,57,0.55,0.25,1.85,-1.6,-39.2,-125.7,-386,-188.15,9.4,55.2,87.75,33.95,Garen,Hecarim,Orianna,Zyra,5,6,7,7,Fighter,Fighter,Mage,Mage,Illaoi,Gragas,Pantheon,Morgana,4,5,4,1,Fighter,Fighter,Fighter,Mage
1,1695,CLASSIC,0,0,3,1,0,2,0,0,1,1,0,0,35,27,71,67,37,24,46512,28098,24,37,53686,53081,5,1,523548,499020,3,20,100,116,33845,23434,85189,82199,548,493,100,105,0,-0.9,0,2.75,0,397.7,0,-26.65,0,36.1,0,-13.85,Ornn,Viego,Zed,Thresh,5,5,7,7,Tank,Assassin,Assassin,Support,Kennen,Graves,,Pyke,4,3,0,7,Mage,Marksman,,Support
0,1328,CLASSIC,0,0,0,3,0,1,0,0,0,0,0,0,25,54,54,59,14,31,6604,47926,31,14,34503,45723,1,3,294696,392125,4,19,82,114,14861,28213,50715,62231,374,406,68,104,1.75,-0.35,-1.5,-1.15,-235.25,-301.05,264,164.45,51.6,-88.95,-37.55,-168.9,Gnar,Lillia,Ekko,Braum,8,8,8,3,Fighter,Fighter,Assassin,Support,Sett,Nunu,Lissandra,Tristana,2,4,6,4,Fighter,Tank,Mage,Marksman
1,1348,CLASSIC,0,0,2,0,0,0,0,1,1,0,0,1,38,11,59,51,24,11,23814,5938,11,24,40043,31256,3,1,359489,248574,33,8,53,58,24281,15440,53460,36923,422,405,87,51,1.65,-0.3,0,0,-429.5,122.8,0,0,21.85,196.05,0,0,Ryze,Malphite,Samira,,7,2,6,0,Mage,Tank,Marksman,,Mordekaiser,Lillia,Ekko,MissFortune,4,8,8,1,Fighter,Fighter,Assassin,Marksman
0,2018,CLASSIC,0,1,0,4,0,1,0,0,0,0,0,0,64,53,78,83,45,54,17434,78842,55,45,62316,72749,6,8,586378,744252,0,81,159,82,31002,43500,111732,131285,524,548,124,110,-2.6,0,1.166666667,0,205.7,0,153.0666667,0,-112.2666667,0,22.43333333,0,Illaoi,Jhin,Lux,Nami,4,6,5,5,Fighter,Marksman,Mage,Support,Lucian,Udyr,Annie,Vayne,6,7,6,8,Marksman,Fighter,Mage,Marksman
1,1922,CLASSIC,0,0,5,0,1,0,0,0,1,1,1,0,68,51,80,76,51,47,67362,18189,47,51,67442,62244,5,2,610062,597541,17,13,117,82,28682,47166,129082,106858,530,538,139,83,0.066666667,1.833333333,-0.833333333,-1.333333333,-415,-627.6666667,18.5,184.3,-105.5666667,89.4,-51.43333333,135.6,Pantheon,Lillia,Qiyana,Kaisa,4,8,8,6,Fighter,Fighter,Assassin,Marksman,Illaoi,Warwick,Zed,LeeSin,4,3,7,6,Fighter,Fighter,Assassin,Fighter
1,2001,CLASSIC,1,1,3,2,0,1,0,1,0,1,0,1,68,34,81,74,42,24,75654,46906,24,42,66185,56607,5,1,778752,624239,35,4,98,72,49998,34449,116335,94972,610,605,114,88,0.433333333,-0.566666667,0.3,0.466666667,-203.6333333,70.86666667,204.9333333,-205.0666667,30.16666667,16.13333333,48.6,48.53333333,Illaoi,Gragas,Yasuo,Shen,4,5,10,4,Fighter,Fighter,Fighter,Tank,Darius,Udyr,Katarina,Morgana,2,7,8,1,Fighter,Fighter,Assassin,Mage
1,2172,CLASSIC,1,1,3,3,0,1,1,1,0,0,0,1,55,75,83,80,41,45,63213,69233,45,41,70377,68806,7,8,789780,687746,8,21,127,134,55331,52904,146042,146239,650,535,144,149,0.475,1.725,0.95,0.275,-38.825,-120.8,239.275,420.125,35.5,109.175,-45.175,-70.85,Sett,Ekko,Tristana,Leona,2,8,4,4,Fighter,Assassin,Marksman,Tank,Illaoi,Olaf,Anivia,Nami,4,3,10,5,Fighter,Fighter,Mage,Support
0,2801,CLASSIC,1,2,2,5,1,0,0,0,1,1,1,1,107,142,88,89,51,63,74936,90771,63,51,82422,90121,9,9,1085260,889590,14,18,469,359,68514,99840,241271,206853,676,584,156,172,-1.608333333,0.3,-0.491666667,3.083333333,130.425,-59.275,-7.808333333,-641.875,-51.55833333,-86.8,-113.8333333,113.625,Maokai,Udyr,Lux,Caitlyn,3,7,5,6,Tank,Fighter,Mage,Marksman,Urgot,Shen,Lux,TahmKench,8,4,5,5,Fighter,Tank,Mage,Support
1,1587,CLASSIC,0,0,3,1,0,2,0,1,1,1,0,1,70,27,70,65,55,23,58485,23981,23,55,59135,45316,8,2,552177,418776,33,0,105,53,32426,29827,104696,73393,433,473,108,86,-1.3,-0.35,0.8,0.9,-298.2,-30,-280.75,-265.9,32,39.15,95.9,176.5,Sion,MasterYi,Ahri,Seraphine,5,4,5,0,Tank,Assassin,Mage,Mage,Akali,Rengar,Qiyana,Lucian,7,8,8,6,Assassin,Assassin,Assassin,Marksman
0,1777,CLASSIC,0,1,0,4,0,1,0,0,0,0,0,0,42,47,64,70,21,34,13415,70659,34,22,45298,59219,2,4,435099,579907,0,47,135,69,17764,22254,52399,79974,443,512,51,105,0,0,0,0,0,0,0,0,0,0,0,0,,LeeSin,Senna,,0,6,7,0,,Fighter,Marksman,,,LeeSin,Qiyana,Kaisa,0,6,8,6,,Fighter,Assassin,Marksman
0,2268,CLASSIC,1,0,3,1,1,0,1,0,1,0,1,1,42,80,82,84,39,48,77099,47457,48,39,73153,75176,6,10,878808,881754,34,4,183,208,56275,34649,111610,134072,718,741,143,119,0,0,1.025,-2.275,0,0,623.4,21.25,0,0,14.375,-128.9,,Udyr,Sylas,Draven,0,7,5,8,,Fighter,Mage,Marksman,Urgot,Lillia,Neeko,Nautilus,8,8,5,6,Fighter,Fighter,Mage,Tank
0,1593,CLASSIC,0,0,1,2,1,0,0,0,0,0,1,1,32,83,64,72,27,45,30240,36039,45,27,48440,59003,5,7,457446,561697,9,38,117,124,26366,37706,75654,100434,538,522,108,87,2.65,-0.3,-0.7,-0.1,155.5,316.8,-179.8,-295.45,40.95,4,-49.7,-93.15,Irelia,Hecarim,Ahri,Caitlyn,5,6,5,6,Fighter,Fighter,Mage,Marksman,Urgot,Gragas,TwistedFate,Rell,8,5,9,0,Fighter,Fighter,Mage,Tank
0,1229,CLASSIC,0,0,1,2,2,0,0,0,0,0,1,0,10,61,53,61,11,39,35010,37353,39,11,31575,48158,1,3,308326,396692,14,23,77,90,18848,28072,45326,66028,326,435,60,65,-0.8,-0.35,-2,-2.15,325.35,-50.3,-357.15,526.1,-85.75,-166.9,-144.4,-128.45,Warwick,Teemo,Yasuo,Swain,3,6,10,8,Fighter,Marksman,Fighter,Mage,Urgot,Ekko,Sett,Thresh,8,8,2,7,Fighter,Assassin,Fighter,Support
0,2062,CLASSIC,0,1,1,4,1,1,0,0,0,1,0,1,57,85,81,86,39,53,48419,80496,53,39,68958,73203,8,9,750228,734369,30,22,86,142,25643,59859,141386,122868,627,633,120,120,-2,-0.233333333,2.733333333,0.633333333,57.03333333,-364.5666667,-277.3666667,-173.0666667,-89.76666667,-107.3,61.03333333,-20.63333333,Ornn,Diana,Yasuo,Ezreal,5,4,10,7,Tank,Fighter,Fighter,Marksman,Poppy,Udyr,Katarina,Lucian,6,7,8,6,Tank,Fighter,Assassin,Marksman
1,1764,CLASSIC,1,0,4,0,0,1,1,0,1,1,0,0,71,44,76,69,35,30,60594,35394,30,35,59236,55090,3,1,601063,539875,9,39,161,132,38763,38522,103577,94473,592,547,148,126,-0.15,-0.45,0.35,-0.4,-399.1,22.7,80.1,-61.9,-18.1,-23.55,-37.85,-1.95,Gnar,Sejuani,Yone,Thresh,8,4,8,7,Fighter,Tank,Assassin,Support,Rengar,Pantheon,Ekko,Caitlyn,8,4,8,6,Assassin,Fighter,Assassin,Marksman
1,1798,CLASSIC,0,0,1,2,0,0,0,1,0,1,0,0,42,35,77,70,34,31,34780,18213,31,34,58507,50011,6,1,631452,472595,20,11,121,137,30658,30244,103972,90087,506,482,102,102,-4.1,1.35,-1.4,2.8,86.9,297.5,-115.1,249.45,-245.15,168.2,12.4,76.9,Sett,Nasus,Annie,Vayne,2,6,6,8,Fighter,Fighter,Mage,Marksman,Gnar,Neeko,Lucian,MissFortune,8,5,6,1,Fighter,Mage,Marksman,Marksman
1,1562,CLASSIC,0,0,2,2,0,1,0,1,1,0,0,0,41,13,61,60,18,18,22481,42968,18,18,40246,41931,1,1,344575,468431,7,8,136,59,22427,26721,58348,55420,374,473,93,89,0,0,0,-3.95,0,0,0,-220.25,0,0,0,-83.75,,Taric,Lulu,MissFortune,0,3,5,1,,Support,Support,Marksman,,Udyr,Hecarim,Sett,0,7,6,2,,Fighter,Fighter,Fighter
1,1318,CLASSIC,0,0,1,1,2,0,0,1,0,0,1,1,20,9,63,56,20,8,41028,9561,8,20,42129,32565,2,0,469642,356326,14,0,65,145,23850,14359,41681,36373,547,501,107,89,0.3,-0.45,1.65,-0.4,-84.7,240.45,9.45,-139.25,98.15,59.8,100,82.35,Gnar,Karthus,Irelia,Lulu,8,7,5,5,Fighter,Mage,Fighter,Support,Yasuo,Nocturne,Qiyana,Bard,10,4,8,9,Fighter,Assassin,Assassin,Support
0,1284,CLASSIC,0,0,0,3,1,1,0,1,0,0,1,0,9,38,52,62,9,28,15389,42087,28,9,28984,42401,0,3,258775,385374,0,23,79,113,7529,19346,40176,57575,409,436,55,73,-1.05,1.39E-17,-0.35,-0.4,115.6,-124.5,449.65,13.25,-92.9,-181.75,-156.95,-194.9,Shen,Rammus,Diana,Thresh,4,5,4,7,Tank,Tank,Fighter,Support,Urgot,MasterYi,Lux,Nautilus,8,4,5,6,Fighter,Assassin,Mage,Tank
